f_timeline.dt_timeline_id;f_timeline.dt_timeline
2002-03-22;37336
2002-03-23;37337
2002-03-24;37338
2002-03-25;37339
2002-03-26;37340
2002-03-27;37341
2002-03-28;37342
2002-03-29;37343
2002-03-30;37344
2002-03-31;37345
2002-04-01;37346
2002-04-02;37347
2002-04-03;37348
2002-04-04;37349
2002-04-05;37350
2002-04-06;37351
2002-04-07;37352
2002-04-08;37353
2002-04-09;37354
2002-04-10;37355
2002-04-11;37356
2002-04-12;37357
2002-04-13;37358
2002-04-14;37359
2002-04-15;37360
2002-04-16;37361
2002-04-17;37362
2002-04-18;37363
2002-04-19;37364
2002-04-20;37365
2002-04-21;37366
2002-04-22;37367
2002-04-23;37368
2002-04-24;37369
2002-04-25;37370
2002-04-26;37371
2002-04-27;37372
2002-04-28;37373
2002-04-29;37374
2002-04-30;37375
2002-05-01;37376
2002-05-02;37377
2002-05-03;37378
2002-05-04;37379
2002-05-05;37380
2002-05-06;37381
2002-05-07;37382
2002-05-08;37383
2002-05-09;37384
2002-05-10;37385
2002-05-11;37386
2002-05-12;37387
2002-05-13;37388
2002-05-14;37389
2002-05-15;37390
2002-05-16;37391
2002-05-17;37392
2002-05-18;37393
2002-05-19;37394
2002-05-20;37395
2002-05-21;37396
2002-05-22;37397
2002-05-23;37398
2002-05-24;37399
2002-05-25;37400
2002-05-26;37401
2002-05-27;37402
2002-05-28;37403
2002-05-29;37404
2002-05-30;37405
2002-05-31;37406
2002-06-01;37407
2002-06-02;37408
2002-06-03;37409
2002-06-04;37410
2002-06-05;37411
2002-06-06;37412
2002-06-07;37413
2002-06-08;37414
2002-06-09;37415
2002-06-10;37416
2002-06-11;37417
2002-06-12;37418
2002-06-13;37419
2002-06-14;37420
2002-06-15;37421
2002-06-16;37422
2002-06-17;37423
2002-06-18;37424
2002-06-19;37425
2002-06-20;37426
2002-06-21;37427
2002-06-22;37428
2002-06-23;37429
2002-06-24;37430
2002-06-25;37431
2002-06-26;37432
2002-06-27;37433
2002-06-28;37434
2002-06-29;37435
2002-06-30;37436
2002-07-01;37437
2002-07-02;37438
2002-07-03;37439
2002-07-04;37440
2002-07-05;37441
2002-07-06;37442
2002-07-07;37443
2002-07-08;37444
2002-07-09;37445
2002-07-10;37446
2002-07-11;37447
2002-07-12;37448
2002-07-13;37449
2002-07-14;37450
2002-07-15;37451
2002-07-16;37452
2002-07-17;37453
2002-07-18;37454
2002-07-19;37455
2002-07-20;37456
2002-07-21;37457
2002-07-22;37458
2002-07-23;37459
2002-07-24;37460
2002-07-25;37461
2002-07-26;37462
2002-07-27;37463
2002-07-28;37464
2002-07-29;37465
2002-07-30;37466
2002-07-31;37467
2002-08-01;37468
2002-08-02;37469
2002-08-03;37470
2002-08-04;37471
2002-08-05;37472
2002-08-06;37473
2002-08-07;37474
2002-08-08;37475
2002-08-09;37476
2002-08-10;37477
2002-08-11;37478
2002-08-12;37479
2002-08-13;37480
2002-08-14;37481
2002-08-15;37482
2002-08-16;37483
2002-08-17;37484
2002-08-18;37485
2002-08-19;37486
2002-08-20;37487
2002-08-21;37488
2002-08-22;37489
2002-08-23;37490
2002-08-24;37491
2002-08-25;37492
2002-08-26;37493
2002-08-27;37494
2002-08-28;37495
2002-08-29;37496
2002-08-30;37497
2002-08-31;37498
2002-09-01;37499
2002-09-02;37500
2002-09-03;37501
2002-09-04;37502
2002-09-05;37503
2002-09-06;37504
2002-09-07;37505
2002-09-08;37506
2002-09-09;37507
2002-09-10;37508
2002-09-11;37509
2002-09-12;37510
2002-09-13;37511
2002-09-14;37512
2002-09-15;37513
2002-09-16;37514
2002-09-17;37515
2002-09-18;37516
2002-09-19;37517
2002-09-20;37518
2002-09-21;37519
2002-09-22;37520
2002-09-23;37521
2002-09-24;37522
2002-09-25;37523
2002-09-26;37524
2002-09-27;37525
2002-09-28;37526
2002-09-29;37527
2002-09-30;37528
2002-10-01;37529
2002-10-02;37530
2002-10-03;37531
2002-10-04;37532
2002-10-05;37533
2002-10-06;37534
2002-10-07;37535
2002-10-08;37536
2002-10-09;37537
2002-10-10;37538
2002-10-11;37539
2002-10-12;37540
2002-10-13;37541
2002-10-14;37542
2002-10-15;37543
2002-10-16;37544
2002-10-17;37545
2002-10-18;37546
2002-10-19;37547
2002-10-20;37548
2002-10-21;37549
2002-10-22;37550
2002-10-23;37551
2002-10-24;37552
2002-10-25;37553
2002-10-26;37554
2002-10-27;37555
2002-10-28;37556
2002-10-29;37557
2002-10-30;37558
2002-10-31;37559
2002-11-01;37560
2002-11-02;37561
2002-11-03;37562
2002-11-04;37563
2002-11-05;37564
2002-11-06;37565
2002-11-07;37566
2002-11-08;37567
2002-11-09;37568
2002-11-10;37569
2002-11-11;37570
2002-11-12;37571
2002-11-13;37572
2002-11-14;37573
2002-11-15;37574
2002-11-16;37575
2002-11-17;37576
2002-11-18;37577
2002-11-19;37578
2002-11-20;37579
2002-11-21;37580
2002-11-22;37581
2002-11-23;37582
2002-11-24;37583
2002-11-25;37584
2002-11-26;37585
2002-11-27;37586
2002-11-28;37587
2002-11-29;37588
2002-11-30;37589
2002-12-01;37590
2002-12-02;37591
2002-12-03;37592
2002-12-04;37593
2002-12-05;37594
2002-12-06;37595
2002-12-07;37596
2002-12-08;37597
2002-12-09;37598
2002-12-10;37599
2002-12-11;37600
2002-12-12;37601
2002-12-13;37602
2002-12-14;37603
2002-12-15;37604
2002-12-16;37605
2002-12-17;37606
2002-12-18;37607
2002-12-19;37608
2002-12-20;37609
2002-12-21;37610
2002-12-22;37611
2002-12-23;37612
2002-12-24;37613
2002-12-25;37614
2002-12-26;37615
2002-12-27;37616
2002-12-28;37617
2002-12-29;37618
2002-12-30;37619
2002-12-31;37620
2003-01-01;37621
2003-01-02;37622
2003-01-03;37623
2003-01-04;37624
2003-01-05;37625
2003-01-06;37626
2003-01-07;37627
2003-01-08;37628
2003-01-09;37629
2003-01-10;37630
2003-01-11;37631
2003-01-12;37632
2003-01-13;37633
2003-01-14;37634
2003-01-15;37635
2003-01-16;37636
2003-01-17;37637
2003-01-18;37638
2003-01-19;37639
2003-01-20;37640
2003-01-21;37641
2003-01-22;37642
2003-01-23;37643
2003-01-24;37644
2003-01-25;37645
2003-01-26;37646
2003-01-27;37647
2003-01-28;37648
2003-01-29;37649
2003-01-30;37650
2003-01-31;37651
2003-02-01;37652
2003-02-02;37653
2003-02-03;37654
2003-02-04;37655
2003-02-05;37656
2003-02-06;37657
2003-02-07;37658
2003-02-08;37659
2003-02-09;37660
2003-02-10;37661
2003-02-11;37662
2003-02-12;37663
2003-02-13;37664
2003-02-14;37665
2003-02-15;37666
2003-02-16;37667
2003-02-17;37668
2003-02-18;37669
2003-02-19;37670
2003-02-20;37671
2003-02-21;37672
2003-02-22;37673
2003-02-23;37674
2003-02-24;37675
2003-02-25;37676
2003-02-26;37677
2003-02-27;37678
2003-02-28;37679
2003-03-01;37680
2003-03-02;37681
2003-03-03;37682
2003-03-04;37683
2003-03-05;37684
2003-03-06;37685
2003-03-07;37686
2003-03-08;37687
2003-03-09;37688
2003-03-10;37689
2003-03-11;37690
2003-03-12;37691
2003-03-13;37692
2003-03-14;37693
2003-03-15;37694
2003-03-16;37695
2003-03-17;37696
2003-03-18;37697
2003-03-19;37698
2003-03-20;37699
2003-03-21;37700
2003-03-22;37701
2003-03-23;37702
2003-03-24;37703
2003-03-25;37704
2003-03-26;37705
2003-03-27;37706
2003-03-28;37707
2003-03-29;37708
2003-03-30;37709
2003-03-31;37710
2003-04-01;37711
2003-04-02;37712
2003-04-03;37713
2003-04-04;37714
2003-04-05;37715
2003-04-06;37716
2003-04-07;37717
2003-04-08;37718
2003-04-09;37719
2003-04-10;37720
2003-04-11;37721
2003-04-12;37722
2003-04-13;37723
2003-04-14;37724
2003-04-15;37725
2003-04-16;37726
2003-04-17;37727
2003-04-18;37728
2003-04-19;37729
2003-04-20;37730
2003-04-21;37731
2003-04-22;37732
2003-04-23;37733
2003-04-24;37734
2003-04-25;37735
2003-04-26;37736
2003-04-27;37737
2003-04-28;37738
2003-04-29;37739
2003-04-30;37740
2003-05-01;37741
2003-05-02;37742
2003-05-03;37743
2003-05-04;37744
2003-05-05;37745
2003-05-06;37746
2003-05-07;37747
2003-05-08;37748
2003-05-09;37749
2003-05-10;37750
2003-05-11;37751
2003-05-12;37752
2003-05-13;37753
2003-05-14;37754
2003-05-15;37755
2003-05-16;37756
2003-05-17;37757
2003-05-18;37758
2003-05-19;37759
2003-05-20;37760
2003-05-21;37761
2003-05-22;37762
2003-05-23;37763
2003-05-24;37764
2003-05-25;37765
2003-05-26;37766
2003-05-27;37767
2003-05-28;37768
2003-05-29;37769
2003-05-30;37770
2003-05-31;37771
2003-06-01;37772
2003-06-02;37773
2003-06-03;37774
2003-06-04;37775
2003-06-05;37776
2003-06-06;37777
2003-06-07;37778
2003-06-08;37779
2003-06-09;37780
2003-06-10;37781
2003-06-11;37782
2003-06-12;37783
2003-06-13;37784
2003-06-14;37785
2003-06-15;37786
2003-06-16;37787
2003-06-17;37788
2003-06-18;37789
2003-06-19;37790
2003-06-20;37791
2003-06-21;37792
2003-06-22;37793
2003-06-23;37794
2003-06-24;37795
2003-06-25;37796
2003-06-26;37797
2003-06-27;37798
2003-06-28;37799
2003-06-29;37800
2003-06-30;37801
2003-07-01;37802
2003-07-02;37803
2003-07-03;37804
2003-07-04;37805
2003-07-05;37806
2003-07-06;37807
2003-07-07;37808
2003-07-08;37809
2003-07-09;37810
2003-07-10;37811
2003-07-11;37812
2003-07-12;37813
2003-07-13;37814
2003-07-14;37815
2003-07-15;37816
2003-07-16;37817
2003-07-17;37818
2003-07-18;37819
2003-07-19;37820
2003-07-20;37821
2003-07-21;37822
2003-07-22;37823
2003-07-23;37824
2003-07-24;37825
2003-07-25;37826
2003-07-26;37827
2003-07-27;37828
2003-07-28;37829
2003-07-29;37830
2003-07-30;37831
2003-07-31;37832
2003-08-01;37833
2003-08-02;37834
2003-08-03;37835
2003-08-04;37836
2003-08-05;37837
2003-08-06;37838
2003-08-07;37839
2003-08-08;37840
2003-08-09;37841
2003-08-10;37842
2003-08-11;37843
2003-08-12;37844
2003-08-13;37845
2003-08-14;37846
2003-08-15;37847
2003-08-16;37848
2003-08-17;37849
2003-08-18;37850
2003-08-19;37851
2003-08-20;37852
2003-08-21;37853
2003-08-22;37854
2003-08-23;37855
2003-08-24;37856
2003-08-25;37857
2003-08-26;37858
2003-08-27;37859
2003-08-28;37860
2003-08-29;37861
2003-08-30;37862
2003-08-31;37863
2003-09-01;37864
2003-09-02;37865
2003-09-03;37866
2003-09-04;37867
2003-09-05;37868
2003-09-06;37869
2003-09-07;37870
2003-09-08;37871
2003-09-09;37872
2003-09-10;37873
2003-09-11;37874
2003-09-12;37875
2003-09-13;37876
2003-09-14;37877
2003-09-15;37878
2003-09-16;37879
2003-09-17;37880
2003-09-18;37881
2003-09-19;37882
2003-09-20;37883
2003-09-21;37884
2003-09-22;37885
2003-09-23;37886
2003-09-24;37887
2003-09-25;37888
2003-09-26;37889
2003-09-27;37890
2003-09-28;37891
2003-09-29;37892
2003-09-30;37893
2003-10-01;37894
2003-10-02;37895
2003-10-03;37896
2003-10-04;37897
2003-10-05;37898
2003-10-06;37899
2003-10-07;37900
2003-10-08;37901
2003-10-09;37902
2003-10-10;37903
2003-10-11;37904
2003-10-12;37905
2003-10-13;37906
2003-10-14;37907
2003-10-15;37908
2003-10-16;37909
2003-10-17;37910
2003-10-18;37911
2003-10-19;37912
2003-10-20;37913
2003-10-21;37914
2003-10-22;37915
2003-10-23;37916
2003-10-24;37917
2003-10-25;37918
