f_opportunity.f_oppcreated;f_opportunity.dt_created_id;f_opportunity.nm_id;f_opportunity.nm_name;f_opportunity.nm_url
39656;2008-07-28;21st Century Biochemicals > Explorer;21st Century Biochemicals > Explorer;http://www.google.com
39656;2008-07-28;A Main Hobbies > Explorer;A Main Hobbies > Explorer;http://www.google.com
39656;2008-07-28;A+ Tutor U > Explorer;A+ Tutor U > Explorer;http://www.google.com
39658;2008-07-30;919 Marketing > CompuSci;919 Marketing > CompuSci;http://www.google.com
39658;2008-07-30;2HB Software Designs > Educationly;2HB Software Designs > Educationly;http://www.google.com
39658;2008-07-30;A1 Pool Parts > Explorer;A1 Pool Parts > Explorer;http://www.google.com
39665;2008-08-06;22nd Century Technologies > Explorer;22nd Century Technologies > Explorer;http://www.google.com
39665;2008-08-06;919 Marketing > PhoenixSoft;919 Marketing > PhoenixSoft;http://www.google.com
39665;2008-08-06;AAC Enterprises > WonderKid;AAC Enterprises > WonderKid;http://www.google.com
39672;2008-08-13;Aaron's Sales & Lease Ownership > CompuSci;Aaron's Sales & Lease Ownership > CompuSci;http://www.google.com
39672;2008-08-13;352 Media Group > Educationly;352 Media Group > Educationly;http://www.google.com
39672;2008-08-13;A Main Hobbies > Grammar Plus;A Main Hobbies > Grammar Plus;http://www.google.com
39673;2008-08-14;3balls.com > Educationly;3balls.com > Educationly;http://www.google.com
40170;2009-12-24;Astyra > CompuSci;Astyra > CompuSci;http://www.google.com
39673;2008-08-14;A Place for Mom > Educationly;A Place for Mom > Educationly;http://www.google.com
39673;2008-08-14;Aaron's Sales & Lease Ownership > PhoenixSoft;Aaron's Sales & Lease Ownership > PhoenixSoft;http://www.google.com
39679;2008-08-20;2Is > CompuSci;2Is > CompuSci;http://www.google.com
39679;2008-08-20;A White Orchid Wedding > CompuSci;A White Orchid Wedding > CompuSci;http://www.google.com
39679;2008-08-20;A-1 Textiles > CompuSci;A-1 Textiles > CompuSci;http://www.google.com
39679;2008-08-20;A Squared Group > Educationly;A Squared Group > Educationly;http://www.google.com
39679;2008-08-20;A10 Clinical Solutions > PhoenixSoft;A10 Clinical Solutions > PhoenixSoft;http://www.google.com
39681;2008-08-22;A&C Plastics > Educationly;A&C Plastics > Educationly;http://www.google.com
39681;2008-08-22;A10 Networks > PhoenixSoft;A10 Networks > PhoenixSoft;http://www.google.com
39686;2008-08-27;A&P Consulting Transportation Engineers > CompuSci;A&P Consulting Transportation Engineers > CompuSci;http://www.google.com
39686;2008-08-27;a2z > CompuSci;a2z > CompuSci;http://www.google.com
39689;2008-08-30;AAA Business Supplies & Interiors > CompuSci;AAA Business Supplies & Interiors > CompuSci;http://www.google.com
39691;2008-09-01;Aaron Oil Company > CompuSci;Aaron Oil Company > CompuSci;http://www.google.com
39691;2008-09-01;Aaron's > Explorer;Aaron's > Explorer;http://www.google.com
39709;2008-09-19;Aaron's Sales and Lease > CompuSci;Aaron's Sales and Lease > CompuSci;http://www.google.com
39721;2008-10-01;AArrow Advertising > Educationly;AArrow Advertising > Educationly;http://www.google.com
39721;2008-10-01;Aasent Mortgage Corporation > PhoenixSoft;Aasent Mortgage Corporation > PhoenixSoft;http://www.google.com
39721;2008-10-01;AArrow Advertising > WonderKid;AArrow Advertising > WonderKid;http://www.google.com
39722;2008-10-02;Abacus 24-7 > Educationly;Abacus 24-7 > Educationly;http://www.google.com
39729;2008-10-09;Abacus Solutions Group > WonderKid;Abacus Solutions Group > WonderKid;http://www.google.com
39743;2008-10-23;Able Patrol and Guard > Educationly;Able Patrol and Guard > Educationly;http://www.google.com
39749;2008-10-29;Abstract Displays > CompuSci;Abstract Displays > CompuSci;http://www.google.com
39753;2008-11-02;AC Lens > CompuSci;AC Lens > CompuSci;http://www.google.com
39757;2008-11-06;Abacus Plumbing > Explorer;Abacus Plumbing > Explorer;http://www.google.com
39758;2008-11-07;Aaron's Sales and Lease Ownership > Educationly;Aaron's Sales and Lease Ownership > Educationly;http://www.google.com
39763;2008-11-12;ABBTech Staffing Services > Educationly;ABBTech Staffing Services > Educationly;http://www.google.com
39765;2008-11-14;ABC Security Service > Explorer;ABC Security Service > Explorer;http://www.google.com
39768;2008-11-17;ABCOMRents.com > Explorer;ABCOMRents.com > Explorer;http://www.google.com
39770;2008-11-19;Able Equipment Rental > Explorer;Able Equipment Rental > Explorer;http://www.google.com
39771;2008-11-20;Abraxas > Educationly;Abraxas > Educationly;http://www.google.com
39771;2008-11-20;Absolute Concrete Construction > Educationly;Absolute Concrete Construction > Educationly;http://www.google.com
39775;2008-11-24;AcademixDirect > Explorer;AcademixDirect > Explorer;http://www.google.com
39777;2008-11-26;Acadian Ambulance Service > Educationly;Acadian Ambulance Service > Educationly;http://www.google.com
39777;2008-11-26;AcademixDirect > Grammar Plus;AcademixDirect > Grammar Plus;http://www.google.com
39779;2008-11-28;ACAI Associates > Explorer;ACAI Associates > Explorer;http://www.google.com
39782;2008-12-01;Accelera Solutions > Educationly;Accelera Solutions > Educationly;http://www.google.com
39783;2008-12-02;Accelera Solutions > PhoenixSoft;Accelera Solutions > PhoenixSoft;http://www.google.com
39784;2008-12-03;Accelerated Development and Support > CompuSci;Accelerated Development and Support > CompuSci;http://www.google.com
39790;2008-12-09;Accelerated Financial Solutions > Educationly;Accelerated Financial Solutions > Educationly;http://www.google.com
39793;2008-12-12;Accelerated Financial Solutions > Grammar Plus;Accelerated Financial Solutions > Grammar Plus;http://www.google.com
39798;2008-12-17;Access America Transport > Educationly;Access America Transport > Educationly;http://www.google.com
39799;2008-12-18;Accent Electronic Systems Integrators > PhoenixSoft;Accent Electronic Systems Integrators > PhoenixSoft;http://www.google.com
39803;2008-12-22;Access Display Group > Educationly;Access Display Group > Educationly;http://www.google.com
39804;2008-12-23;Access Information Management > CompuSci;Access Information Management > CompuSci;http://www.google.com
39813;2009-01-01;Access Insurance Holdings > Explorer;Access Insurance Holdings > Explorer;http://www.google.com
39814;2009-01-02;Access Technology Solutions > Explorer;Access Technology Solutions > Explorer;http://www.google.com
40233;2010-02-25;Arona > WonderKid;Arona > WonderKid;http://www.google.com
39817;2009-01-05;Access Technology Solutions > Grammar Plus;Access Technology Solutions > Grammar Plus;http://www.google.com
39820;2009-01-08;Access Worldwide > Explorer;Access Worldwide > Explorer;http://www.google.com
39826;2009-01-14;Access America Transport > Grammar Plus;Access America Transport > Grammar Plus;http://www.google.com
39838;2009-01-26;Access Information Management > PhoenixSoft;Access Information Management > PhoenixSoft;http://www.google.com
39849;2009-02-06;Access Insurance Holdings > Grammar Plus;Access Insurance Holdings > Grammar Plus;http://www.google.com
39855;2009-02-12;Acclaim Technical Services > Explorer;Acclaim Technical Services > Explorer;http://www.google.com
39862;2009-02-19;Accordent > Explorer;Accordent > Explorer;http://www.google.com
39862;2009-02-19;Accordent > Grammar Plus;Accordent > Grammar Plus;http://www.google.com
39863;2009-02-20;Acclaris > CompuSci;Acclaris > CompuSci;http://www.google.com
39877;2009-03-06;AccountNow > WonderKid;AccountNow > WonderKid;http://www.google.com
39880;2009-03-09;Accretive Health > Explorer;Accretive Health > Explorer;http://www.google.com
39881;2009-03-10;AccuCode > Explorer;AccuCode > Explorer;http://www.google.com
39881;2009-03-10;Accretive Health > PhoenixSoft;Accretive Health > PhoenixSoft;http://www.google.com
39882;2009-03-11;Accurate Box Company > CompuSci;Accurate Box Company > CompuSci;http://www.google.com
39882;2009-03-11;Accuvant > CompuSci;Accuvant > CompuSci;http://www.google.com
39882;2009-03-11;ACFN Franchised > CompuSci;ACFN Franchised > CompuSci;http://www.google.com
39882;2009-03-11;Achatz Handmade Pie > CompuSci;Achatz Handmade Pie > CompuSci;http://www.google.com
39882;2009-03-11;Active Website > CompuSci;Active Website > CompuSci;http://www.google.com
39882;2009-03-11;Acumen Building Enterprise > CompuSci;Acumen Building Enterprise > CompuSci;http://www.google.com
39882;2009-03-11;Adaptik > CompuSci;Adaptik > CompuSci;http://www.google.com
39882;2009-03-11;Adaptive Solutions > CompuSci;Adaptive Solutions > CompuSci;http://www.google.com
39882;2009-03-11;Accurate Courier & Logistics > Educationly;Accurate Courier & Logistics > Educationly;http://www.google.com
39882;2009-03-11;Accusoft Pegasus > Educationly;Accusoft Pegasus > Educationly;http://www.google.com
39882;2009-03-11;Ace Underwriting Group > Educationly;Ace Underwriting Group > Educationly;http://www.google.com
39882;2009-03-11;ACH Direct > Educationly;ACH Direct > Educationly;http://www.google.com
39882;2009-03-11;Action Envelope > Educationly;Action Envelope > Educationly;http://www.google.com
39882;2009-03-11;ACTS > Educationly;ACTS > Educationly;http://www.google.com
39882;2009-03-11;Acusis > Educationly;Acusis > Educationly;http://www.google.com
39882;2009-03-11;Adaptive Materials > Educationly;Adaptive Materials > Educationly;http://www.google.com
39882;2009-03-11;Achieve3000 > Explorer;Achieve3000 > Explorer;http://www.google.com
39882;2009-03-11;Acorn Design and Manufacturing > Explorer;Acorn Design and Manufacturing > Explorer;http://www.google.com
39882;2009-03-11;Acquity Group > Explorer;Acquity Group > Explorer;http://www.google.com
39882;2009-03-11;Acronis > Explorer;Acronis > Explorer;http://www.google.com
39882;2009-03-11;Actio > Explorer;Actio > Explorer;http://www.google.com
39882;2009-03-11;Action Target > Explorer;Action Target > Explorer;http://www.google.com
39882;2009-03-11;Acxius Strategic Consulting > Explorer;Acxius Strategic Consulting > Explorer;http://www.google.com
39882;2009-03-11;Adaptive Planning > Grammar Plus;Adaptive Planning > Grammar Plus;http://www.google.com
39882;2009-03-11;Accuvant > PhoenixSoft;Accuvant > PhoenixSoft;http://www.google.com
39882;2009-03-11;Achieve3000 > PhoenixSoft;Achieve3000 > PhoenixSoft;http://www.google.com
39883;2009-03-12;Account Control Technology > Explorer;Account Control Technology > Explorer;http://www.google.com
39889;2009-03-18;Accounting Management Solutions > CompuSci;Accounting Management Solutions > CompuSci;http://www.google.com
39890;2009-03-19;AccountNow > Explorer;AccountNow > Explorer;http://www.google.com
39896;2009-03-25;adaQuest > Educationly;adaQuest > Educationly;http://www.google.com
39898;2009-03-27;Adayana > Explorer;Adayana > Explorer;http://www.google.com
39898;2009-03-27;adaQuest > WonderKid;adaQuest > WonderKid;http://www.google.com
39903;2009-04-01;ADC Integrated Systems > CompuSci;ADC Integrated Systems > CompuSci;http://www.google.com
39903;2009-04-01;Adayana > PhoenixSoft;Adayana > PhoenixSoft;http://www.google.com
39908;2009-04-06;Addison Search > Educationly;Addison Search > Educationly;http://www.google.com
39908;2009-04-06;Addison Search > WonderKid;Addison Search > WonderKid;http://www.google.com
39909;2009-04-07;ADEX Manufacturing Technologies > CompuSci;ADEX Manufacturing Technologies > CompuSci;http://www.google.com
39909;2009-04-07;Adoresoft > CompuSci;Adoresoft > CompuSci;http://www.google.com
39909;2009-04-07;Adept Consulting Services > Educationly;Adept Consulting Services > Educationly;http://www.google.com
39909;2009-04-07;Adfero Group > Educationly;Adfero Group > Educationly;http://www.google.com
39909;2009-04-07;ADG Creative > Educationly;ADG Creative > Educationly;http://www.google.com
39909;2009-04-07;Addx > WonderKid;Addx > WonderKid;http://www.google.com
39915;2009-04-13;Advanced Brain Monitoring > CompuSci;Advanced Brain Monitoring > CompuSci;http://www.google.com
39915;2009-04-13;Advanced Chemical Transport > Explorer;Advanced Chemical Transport > Explorer;http://www.google.com
39915;2009-04-13;Adperio > WonderKid;Adperio > WonderKid;http://www.google.com
39917;2009-04-15;Advanced Lubrication Specialties > Educationly;Advanced Lubrication Specialties > Educationly;http://www.google.com
39918;2009-04-16;Advanced MarketPlace > Educationly;Advanced MarketPlace > Educationly;http://www.google.com
39918;2009-04-16;Advanced Processing and Imaging > Educationly;Advanced Processing and Imaging > Educationly;http://www.google.com
39918;2009-04-16;Advanced Manufacturing Technology > Explorer;Advanced Manufacturing Technology > Explorer;http://www.google.com
39918;2009-04-16;Advanced Network Solutions > Explorer;Advanced Network Solutions > Explorer;http://www.google.com
39918;2009-04-16;Advanced Manufacturing Technology > WonderKid;Advanced Manufacturing Technology > WonderKid;http://www.google.com
39924;2009-04-22;Additech > CompuSci;Additech > CompuSci;http://www.google.com
39924;2009-04-22;Additech > PhoenixSoft;Additech > PhoenixSoft;http://www.google.com
39925;2009-04-23;Addx > Explorer;Addx > Explorer;http://www.google.com
39929;2009-04-27;Adperio > CompuSci;Adperio > CompuSci;http://www.google.com
39931;2009-04-29;Advanced Educational Products > CompuSci;Advanced Educational Products > CompuSci;http://www.google.com
39931;2009-04-29;Advanced Global Communications > CompuSci;Advanced Global Communications > CompuSci;http://www.google.com
39931;2009-04-29;Advanced Health Media > Educationly;Advanced Health Media > Educationly;http://www.google.com
39931;2009-04-29;Advanced Facial Plastic Surgery Center > Explorer;Advanced Facial Plastic Surgery Center > Explorer;http://www.google.com
39932;2009-04-30;Advanced Logistics > Explorer;Advanced Logistics > Explorer;http://www.google.com
39932;2009-04-30;Advanced Logistics > PhoenixSoft;Advanced Logistics > PhoenixSoft;http://www.google.com
39936;2009-05-04;Advanced Systems Engineering > CompuSci;Advanced Systems Engineering > CompuSci;http://www.google.com
39943;2009-05-11;AdvanceTEC > Educationly;AdvanceTEC > Educationly;http://www.google.com
39943;2009-05-11;AdvancedMD Software > PhoenixSoft;AdvancedMD Software > PhoenixSoft;http://www.google.com
39945;2009-05-13;Advantage Data > CompuSci;Advantage Data > CompuSci;http://www.google.com
39945;2009-05-13;AdvantageBridal.com > CompuSci;AdvantageBridal.com > CompuSci;http://www.google.com
39945;2009-05-13;Advantage PressurePro > Educationly;Advantage PressurePro > Educationly;http://www.google.com
39945;2009-05-13;Advantage Engineering & IT Solutions > Explorer;Advantage Engineering & IT Solutions > Explorer;http://www.google.com
39953;2009-05-21;AdvancedMD Software > CompuSci;AdvancedMD Software > CompuSci;http://www.google.com
39953;2009-05-21;Advanced Waste Services > Educationly;Advanced Waste Services > Educationly;http://www.google.com
39953;2009-05-21;Advanced Technical Solutions > Explorer;Advanced Technical Solutions > Explorer;http://www.google.com
39953;2009-05-21;Advanced Technology Group > Explorer;Advanced Technology Group > Explorer;http://www.google.com
39953;2009-05-21;Advanced Vision Research > Explorer;Advanced Vision Research > Explorer;http://www.google.com
39953;2009-05-21;Advanced Weight Loss Clinics > WonderKid;Advanced Weight Loss Clinics > WonderKid;http://www.google.com
39961;2009-05-29;Advantedge Healthcare Solutions > Educationly;Advantedge Healthcare Solutions > Educationly;http://www.google.com
39961;2009-05-29;Advantedge Healthcare Solutions > WonderKid;Advantedge Healthcare Solutions > WonderKid;http://www.google.com
39966;2009-06-03;Advent Global Solutions > CompuSci;Advent Global Solutions > CompuSci;http://www.google.com
39966;2009-06-03;Advanticom > Educationly;Advanticom > Educationly;http://www.google.com
39971;2009-06-08;AdvenTech > Educationly;AdvenTech > Educationly;http://www.google.com
39971;2009-06-08;AdvenTech > PhoenixSoft;AdvenTech > PhoenixSoft;http://www.google.com
39972;2009-06-09;Adventure Life > CompuSci;Adventure Life > CompuSci;http://www.google.com
39973;2009-06-10;AdvertiseDoorToDoor.com > Explorer;AdvertiseDoorToDoor.com > Explorer;http://www.google.com
39975;2009-06-12;Advisors Asset Management > CompuSci;Advisors Asset Management > CompuSci;http://www.google.com
39975;2009-06-12;Advisors Mortgage Group > Explorer;Advisors Mortgage Group > Explorer;http://www.google.com
39975;2009-06-12;Advisors Asset Management > Grammar Plus;Advisors Asset Management > Grammar Plus;http://www.google.com
39978;2009-06-15;Advocate Radiology Billing > Educationly;Advocate Radiology Billing > Educationly;http://www.google.com
39978;2009-06-15;AEEC > Educationly;AEEC > Educationly;http://www.google.com
39979;2009-06-16;AEgis Technologies Group > Educationly;AEgis Technologies Group > Educationly;http://www.google.com
39980;2009-06-17;Aerial Services > CompuSci;Aerial Services > CompuSci;http://www.google.com
39980;2009-06-17;Aeneas Internet and Telephone > Educationly;Aeneas Internet and Telephone > Educationly;http://www.google.com
39980;2009-06-17;Aerodyn Engineering > Explorer;Aerodyn Engineering > Explorer;http://www.google.com
39981;2009-06-18;Aerospace & Commercial Technologies > CompuSci;Aerospace & Commercial Technologies > CompuSci;http://www.google.com
39982;2009-06-19;Affiliate Media > Educationly;Affiliate Media > Educationly;http://www.google.com
39986;2009-06-23;Affinion Group Holdings > Explorer;Affinion Group Holdings > Explorer;http://www.google.com
39988;2009-06-25;agencyQ > CompuSci;agencyQ > CompuSci;http://www.google.com
39988;2009-06-25;Agile > CompuSci;Agile > CompuSci;http://www.google.com
39988;2009-06-25;AgileThought > Explorer;AgileThought > Explorer;http://www.google.com
39989;2009-06-26;AgileThought > PhoenixSoft;AgileThought > PhoenixSoft;http://www.google.com
39989;2009-06-26;Agency Consulting Group > WonderKid;Agency Consulting Group > WonderKid;http://www.google.com
39992;2009-06-29;AIMS Power > CompuSci;AIMS Power > CompuSci;http://www.google.com
39992;2009-06-29;Agility Mfg > Educationly;Agility Mfg > Educationly;http://www.google.com
39992;2009-06-29;AGM Container Controls > Explorer;AGM Container Controls > Explorer;http://www.google.com
39992;2009-06-29;Agosto > Explorer;Agosto > Explorer;http://www.google.com
39993;2009-06-30;AIReS > Explorer;AIReS > Explorer;http://www.google.com
39994;2009-07-01;Airgun Depot > CompuSci;Airgun Depot > CompuSci;http://www.google.com
39994;2009-07-01;Airnet Group > Educationly;Airnet Group > Educationly;http://www.google.com
39995;2009-07-02;AIRSIS > Explorer;AIRSIS > Explorer;http://www.google.com
39996;2009-07-03;Advisors Mortgage Group > PhoenixSoft;Advisors Mortgage Group > PhoenixSoft;http://www.google.com
39997;2009-07-04;Advocate Media > CompuSci;Advocate Media > CompuSci;http://www.google.com
39998;2009-07-05;Advocate Networks > CompuSci;Advocate Networks > CompuSci;http://www.google.com
39999;2009-07-06;AEEC > WonderKid;AEEC > WonderKid;http://www.google.com
40000;2009-07-07;Aero Solutions > CompuSci;Aero Solutions > CompuSci;http://www.google.com
40002;2009-07-09;Aerospace & Commercial Technologies > Grammar Plus;Aerospace & Commercial Technologies > Grammar Plus;http://www.google.com
40003;2009-07-10;Affinity > Explorer;Affinity > Explorer;http://www.google.com
40006;2009-07-13;Affordable Health Insurance > Educationly;Affordable Health Insurance > Educationly;http://www.google.com
40006;2009-07-13;Agency Consulting Group > Explorer;Agency Consulting Group > Explorer;http://www.google.com
40006;2009-07-13;Ageatia Technology Consultancy Services > PhoenixSoft;Ageatia Technology Consultancy Services > PhoenixSoft;http://www.google.com
40006;2009-07-13;Affinity > WonderKid;Affinity > WonderKid;http://www.google.com
40009;2009-07-16;Air Innovations > CompuSci;Air Innovations > CompuSci;http://www.google.com
40010;2009-07-17;Air Serv > Educationly;Air Serv > Educationly;http://www.google.com
40010;2009-07-17;Aircraft Cabin Systems > Explorer;Aircraft Cabin Systems > Explorer;http://www.google.com
40015;2009-07-22;AirSplat > Educationly;AirSplat > Educationly;http://www.google.com
40016;2009-07-23;AJ Riggins > Explorer;AJ Riggins > Explorer;http://www.google.com
40016;2009-07-23;AirSplat > Grammar Plus;AirSplat > Grammar Plus;http://www.google.com
40016;2009-07-23;AIT Laboratories > Grammar Plus;AIT Laboratories > Grammar Plus;http://www.google.com
40017;2009-07-24;AJ Riggins > WonderKid;AJ Riggins > WonderKid;http://www.google.com
40020;2009-07-27;AKA Media > Explorer;AKA Media > Explorer;http://www.google.com
40020;2009-07-27;AK Environmental > Grammar Plus;AK Environmental > Grammar Plus;http://www.google.com
40021;2009-07-28;AKASHA-US > CompuSci;AKASHA-US > CompuSci;http://www.google.com
40021;2009-07-28;Akerman Senterfitt > Educationly;Akerman Senterfitt > Educationly;http://www.google.com
40021;2009-07-28;Akraya > Educationly;Akraya > Educationly;http://www.google.com
40022;2009-07-29;Alamo1 > CompuSci;Alamo1 > CompuSci;http://www.google.com
40022;2009-07-29;Alarm Team > CompuSci;Alarm Team > CompuSci;http://www.google.com
40022;2009-07-29;Alarm Team > Grammar Plus;Alarm Team > Grammar Plus;http://www.google.com
40027;2009-08-03;Alex and Ani > PhoenixSoft;Alex and Ani > PhoenixSoft;http://www.google.com
40030;2009-08-06;Alexa's Angels > CompuSci;Alexa's Angels > CompuSci;http://www.google.com
40030;2009-08-06;Alexander Open Systems > Educationly;Alexander Open Systems > Educationly;http://www.google.com
40031;2009-08-07;Ali International > CompuSci;Ali International > CompuSci;http://www.google.com
40031;2009-08-07;Algonquin Advisors > Educationly;Algonquin Advisors > Educationly;http://www.google.com
40031;2009-08-07;Algonquin Advisors > Grammar Plus;Algonquin Advisors > Grammar Plus;http://www.google.com
40034;2009-08-10;All Action Architectural Metal & Glass > CompuSci;All Action Architectural Metal & Glass > CompuSci;http://www.google.com
40034;2009-08-10;All American Rentals > CompuSci;All American Rentals > CompuSci;http://www.google.com
40034;2009-08-10;All American Swim Supply > Explorer;All American Swim Supply > Explorer;http://www.google.com
40035;2009-08-11;All American Swim Supply > WonderKid;All American Swim Supply > WonderKid;http://www.google.com
40036;2009-08-12;All Covered > CompuSci;All Covered > CompuSci;http://www.google.com
40036;2009-08-12;All Med Medical Supply > Explorer;All Med Medical Supply > Explorer;http://www.google.com
40036;2009-08-12;All Phase Security > Explorer;All Phase Security > Explorer;http://www.google.com
40036;2009-08-12;All Safe Industries > Explorer;All Safe Industries > Explorer;http://www.google.com
40036;2009-08-12;All Sensors Corporation > Explorer;All Sensors Corporation > Explorer;http://www.google.com
40037;2009-08-13;All Star Directories > Explorer;All Star Directories > Explorer;http://www.google.com
40037;2009-08-13;All Star Directories > Grammar Plus;All Star Directories > Grammar Plus;http://www.google.com
40037;2009-08-13;All Web Leads > WonderKid;All Web Leads > WonderKid;http://www.google.com
40038;2009-08-14;AKT Enterprises > Educationly;AKT Enterprises > Educationly;http://www.google.com
40038;2009-08-14;Akraya > WonderKid;Akraya > WonderKid;http://www.google.com
40038;2009-08-14;AKT Enterprises > WonderKid;AKT Enterprises > WonderKid;http://www.google.com
40041;2009-08-17;ALaS Consulting > Explorer;ALaS Consulting > Explorer;http://www.google.com
40043;2009-08-19;Alcorn McBride > Educationly;Alcorn McBride > Educationly;http://www.google.com
40044;2009-08-20;Albrecht & Co. > Explorer;Albrecht & Co. > Explorer;http://www.google.com
40044;2009-08-20;Alatec > PhoenixSoft;Alatec > PhoenixSoft;http://www.google.com
40044;2009-08-20;ALaS Consulting > WonderKid;ALaS Consulting > WonderKid;http://www.google.com
40045;2009-08-21;Alex and Ani > Explorer;Alex and Ani > Explorer;http://www.google.com
40050;2009-08-26;Ali International > PhoenixSoft;Ali International > PhoenixSoft;http://www.google.com
40051;2009-08-27;Alice Ink > Explorer;Alice Ink > Explorer;http://www.google.com
40052;2009-08-28;A-Life Medical > CompuSci;A-Life Medical > CompuSci;http://www.google.com
40052;2009-08-28;Alinean > CompuSci;Alinean > CompuSci;http://www.google.com
40052;2009-08-28;All Access Staging & Productions > CompuSci;All Access Staging & Productions > CompuSci;http://www.google.com
